CvrNumber,TabulatorNum,BatchId,RecordId,BallotType,PrecinctPortion,President of the United States,Representative in Congress,City Council Member,Mayor,Measure A — Infrastructure Bond,County Assessor,County Treasurer,District Attorney,"Superior Court Judge, Seat 3",Water District Board Member,County Executive,State Senator,Measure C — Local Road Tax,School Board Director,Measure B — Advisory Vote on Library Hours
568,1,1-1,1135,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
569,1,1-1,1137,J1-P2-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
570,1,1-1,1139,J1-P2-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
571,1,1-1,1141,J1-P2-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
572,1,1-1,1143,J1-P2-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
573,1,1-1,1145,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
574,1,1-1,1147,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
575,1,1-1,1149,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
576,1,1-1,1151,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
577,1,1-1,1153,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
578,1,1-1,1155,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
579,1,1-1,1157,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
580,1,1-1,1159,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
581,1,1-1,1161,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
582,1,1-1,1163,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
583,1,1-1,1165,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
584,1,1-1,1167,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
585,1,1-1,1169,J1-P2-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
586,1,1-1,1171,J1-P2-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
587,1,1-1,1173,J1-P2-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
588,1,1-1,1175,J1-P2-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
589,1,1-1,1177,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
590,1,1-1,1179,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
591,1,1-1,1181,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
592,1,1-1,1183,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
593,1,1-1,1185,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
594,1,1-1,1187,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
595,1,1-1,1189,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
596,1,1-1,1191,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
597,1,1-1,1193,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
598,1,1-1,1195,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
599,1,1-1,1197,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
600,1,1-1,1199,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
601,1,1-1,1201,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
602,1,1-1,1203,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
603,1,1-1,1205,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
604,1,1-1,1207,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
605,1,1-1,1209,J1-P2-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
606,1,1-1,1211,J1-P2-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
607,1,1-1,1213,J1-P2-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
608,1,1-1,1215,J1-P2-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
609,1,1-1,1217,J1-P2-T1,Region-1,,,,,No|No,,,,,,,,,,
610,1,1-1,1219,J1-P2-T1,Region-1,,,,,No|No,,,,,,,,,,
611,1,1-1,1221,J1-P2-T1,Region-1,,,,,No|No,,,,,,,,,,
612,1,1-1,1223,J1-P2-T1,Region-1,,,,,No|No,,,,,,,,,,
613,1,1-1,1225,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
614,1,1-1,1227,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
615,1,1-1,1229,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
616,1,1-1,1231,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
617,1,1-1,1233,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
618,1,1-1,1235,J1-P1-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
619,1,1-1,1237,J1-P1-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
620,1,1-1,1239,J1-P1-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
621,1,1-1,1241,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
622,1,1-1,1243,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
623,1,1-1,1245,J1-P1-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
624,1,1-1,1246,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
625,1,1-1,1249,J1-P1-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
626,1,1-1,1250,J1-P1-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
627,1,1-1,1253,J1-P1-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
628,1,1-1,1255,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
629,1,1-1,1257,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
630,1,1-1,1258,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
631,1,1-1,1261,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
632,1,1-1,1262,J1-P1-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
633,1,1-1,1265,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
634,1,1-1,1266,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
635,1,1-1,1269,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
636,1,1-1,1270,J1-P1-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
637,1,1-1,1273,J1-P1-T1,Region-1,,,,,No|No,,,,,,,,,,
638,1,1-1,1274,J1-P1-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
639,1,1-1,1277,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
640,1,1-1,1279,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
641,1,1-1,1281,J1-P2-T1,Region-1,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,,,,,,,,,,,
642,1,1-1,1282,J1-P2-T1,Region-1,,,,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
643,1,1-1,1285,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
644,1,1-1,1286,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
645,1,1-1,1289,J1-P2-T1,Region-1,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,,,,,,,,,,,
646,1,1-1,1290,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,,,,,,,,,,,
647,1,1-1,1293,J1-P2-T1,Region-1,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,,,,,,,,,,,
648,1,1-1,1295,J1-P2-T1,Region-1,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,,,,,,,,,,,
649,1,1-1,1297,J1-P2-T1,Region-1,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,,,,,,,,,,,
650,1,1-1,1298,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
651,1,1-1,1301,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
652,1,1-1,1303,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
653,1,1-1,1305,J1-P2-T1,Region-1,,,,,OVERVOTE,,,,,,,,,,
654,1,1-1,1307,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
655,1,1-1,1309,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
656,1,1-1,1310,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
657,1,1-1,1313,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
658,1,1-1,1315,J1-P2-T1,Region-1,,,,,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
659,1,1-1,1317,J1-P2-T1,Region-1,,,,,No|No,,,,,,,,,,
660,1,1-1,1319,J1-P2-T1,Region-1,,,,,Yes|Yes,,,,,,,,,,
661,1,2-1,1321,J1-P1-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
662,1,2-1,1322,J1-P1-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
663,1,2-1,1324,J1-P1-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
664,1,2-1,1326,J1-P1-T1,Region-2,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
665,1,2-1,1328,J1-P1-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
666,1,2-1,1330,J1-P1-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
667,1,2-1,1332,J1-P1-T1,Region-2,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
668,1,2-1,1334,J1-P1-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,,
669,1,2-1,1336,J1-P1-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
670,1,2-1,1338,J1-P1-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,,
671,1,2-1,1340,J1-P1-T1,Region-2,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,,
672,1,2-1,1342,J1-P1-T1,Region-2,,,,,,,,,,,,Robert Williams|Robert Williams,,,
673,1,2-1,1344,J1-P1-T1,Region-2,,,,,,,,,,,,,,,
674,1,2-1,1346,J1-P1-T1,Region-2,,,,,,,,,,,,,,,
675,1,2-1,1348,J1-P1-T1,Region-2,,,,,,,,,,,,OVERVOTE,,,
676,1,2-1,1350,J1-P1-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
677,1,2-1,1352,J1-P1-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
678,1,2-1,1354,J1-P1-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
679,1,2-1,1356,J1-P1-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
680,1,2-1,1358,J1-P1-T1,Region-2,,,,,,,,,,,,Patricia Chen|Patricia Chen,Yes|Yes,,
681,1,2-1,1360,J1-P1-T1,Region-2,,,,,,,,,,,,Robert Williams|Robert Williams,,,
682,1,2-1,1362,J1-P1-T1,Region-2,,,,,,,,,,,,Patricia Chen|Patricia Chen,,,
683,1,2-1,1364,J1-P2-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
684,1,2-1,1366,J1-P2-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
685,1,2-1,1368,J1-P2-T1,Region-2,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
686,1,2-1,1369,J1-P2-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
687,1,2-1,1372,J1-P2-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
688,1,2-1,1373,J1-P2-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
689,1,2-1,1376,J1-P2-T1,Region-2,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
690,1,2-1,1377,J1-P2-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,,
691,1,2-1,1380,J1-P2-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,,
692,1,2-1,1381,J1-P2-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,,
693,1,2-1,1384,J1-P2-T1,Region-2,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,,
694,1,2-1,1385,J1-P2-T1,Region-2,,,,,,,,,,,,Robert Williams|Robert Williams,,,
695,1,2-1,1388,J1-P2-T1,Region-2,,,,,,,,,,,,,,,
696,1,2-1,1390,J1-P2-T1,Region-2,,,,,,,,,,,,,,,
697,1,2-1,1392,J1-P2-T1,Region-2,,,,,,,,,,,,OVERVOTE,,,
698,1,2-1,1394,J1-P2-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
699,1,2-1,1396,J1-P2-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
700,1,2-1,1398,J1-P2-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
701,1,2-1,1400,J1-P2-T1,Region-2,,,,,,,,,,,,Sandra Okafor|Sandra Okafor,,,
702,1,2-1,1402,J1-P2-T1,Region-2,,,,,,,,,,,,Patricia Chen|Patricia Chen,Yes|Yes,,
703,1,2-1,1404,J1-P2-T1,Region-2,,,,,,,,,,,,Robert Williams|Robert Williams,,,
704,1,2-1,1406,J1-P2-T1,Region-2,,,,,,,,,,,,Patricia Chen|Patricia Chen,,,
705,1,2-1,1408,J1-P1-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
706,1,2-1,1410,J1-P1-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
707,1,2-1,1412,J1-P1-T1,Region-2,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
708,1,2-1,1413,J1-P1-T1,Region-2,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
709,1,2-1,1416,J1-P1-T1,Region-2,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
710,1,2-1,1417,J1-P1-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
711,1,2-1,1420,J1-P1-T1,Region-2,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,,
712,1,2-1,1421,J1-P1-T1,Region-2,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
